(26, 33, 40, 48, 56, 57)
(0, 29, 37, 48, 52, 55)
(4, 33, 35, 38, 48, 62)
(18, 20, 21, 32, 48, 49)
(28, 38, 53, 59, 60, 62)
(0, 36, 37, 52, 56, 59)
(25, 27, 28, 32, 33, 56)
(0, 36, 37, 44, 59, 62)
(6, 18, 21, 25, 56, 60)
(4, 34, 35, 49, 56, 62)
(17, 18, 46, 48, 61, 62)
(19, 22, 32, 47, 53, 60)
(30, 32, 34, 41, 60, 61)
(5, 36, 42, 43, 56, 57)
(5, 6, 9, 40, 55, 62)
(0, 9, 24, 31, 57, 60)
(12, 13, 16, 32, 47, 48)
(3, 5, 6, 17, 18, 48)
(3, 4, 5, 34, 48, 49)
(25, 39, 53, 54, 56, 60)
(0, 26, 29, 32, 40, 47)
(5, 20, 21, 24, 48, 55)
(5, 6, 33, 34, 37, 48)
(5, 20, 21, 24, 31, 62)
(5, 20, 50, 51, 56, 57)
(0, 34, 35, 36, 48, 49)
(0, 17, 32, 42, 43, 45)
(19, 22, 29, 32, 47, 60)
(8, 15, 16, 32, 47, 56)
(5, 36, 51, 54, 60, 61)
(2, 7, 17, 48, 59, 62)
(13, 41, 44, 48, 53, 56)
(17, 24, 32, 42, 45, 48)
(3, 33, 34, 48, 60, 61)
(8, 39, 46, 56, 60, 61)
(0, 31, 35, 49, 50, 56)
(0, 25, 27, 28, 32, 33)
(0, 25, 39, 40, 48, 55)
(2, 3, 17, 48, 61, 62)
(10, 13, 25, 53, 56, 60)
(0, 29, 37, 40, 47, 62)
(25, 33, 39, 40, 48, 56)
(0, 4, 19, 26, 29, 62)
(1, 32, 49, 51, 52, 56)
(5, 20, 27, 56, 58, 59)
(21, 25, 28, 32, 45, 56)
(24, 41, 42, 55, 56, 62)
(0, 32, 33, 36, 39, 40)
(0, 23, 29, 30, 41, 56)
(0, 25, 28, 38, 45, 60)
(0, 11, 14, 29, 55, 62)
(5, 8, 39, 54, 61, 62)
(6, 21, 52, 56, 59, 60)
(5, 12, 43, 44, 56, 59)
(0, 26, 29, 40, 55, 62)
(0, 25, 32, 39, 45, 46)
(5, 32, 33, 34, 35, 36)
(27, 28, 33, 48, 56, 59)
(5, 20, 22, 23, 29, 60)
(2, 8, 9, 32, 33, 56)
(25, 28, 38, 53, 56, 60)
(5, 6, 13, 44, 47, 62)
(5, 36, 49, 50, 51, 56)
(0, 1, 2, 5, 6, 9)
(6, 13, 44, 56, 59, 60)
(0, 9, 24, 31, 56, 57)
(14, 45, 48, 49, 52, 60)
(16, 32, 47, 50, 53, 60)
(7, 8, 32, 33, 38, 56)
(0, 36, 39, 46, 47, 62)
(4, 5, 19, 22, 48, 53)
(23, 41, 48, 53, 54, 56)
(0, 13, 25, 28, 48, 53)
(0, 17, 43, 46, 47, 62)
(0, 22, 29, 32, 41, 44)
(0, 36, 43, 58, 61, 62)
(0, 24, 31, 42, 57, 60)
(15, 30, 49, 56, 61, 62)
(0, 4, 5, 18, 19, 25)
(1, 32, 51, 56, 58, 59)
(0, 17, 18, 46, 60, 61)
(0, 36, 37, 40, 55, 62)
(3, 32, 33, 34, 61, 62)
(11, 12, 26, 29, 48, 60)
(12, 42, 43, 48, 57, 60)
(6, 37, 44, 59, 60, 62)
(5, 32, 34, 35, 36, 41)
(4, 19, 50, 57, 60, 62)
(12, 27, 48, 56, 58, 59)
(11, 12, 42, 48, 57, 60)
(5, 35, 36, 42, 56, 57)
(3, 6, 34, 41, 56, 60)
(0, 24, 31, 41, 42, 56)
(0, 31, 35, 50, 53, 60)
(5, 7, 8, 14, 29, 60)
(0, 36, 51, 56, 57, 58)
(4, 5, 19, 50, 53, 60)
(31, 35, 42, 45, 60, 62)
(0, 25, 39, 54, 55, 62)
(5, 32, 36, 41, 42, 43)
(4, 5, 33, 35, 38, 48)
(16, 31, 49, 50, 56, 62)
(0, 11, 25, 26, 48, 55)
(0, 36, 50, 51, 57, 60)
(0, 20, 27, 29, 30, 32)
(17, 24, 32, 41, 42, 48)
(1, 2, 32, 56, 57, 58)
(0, 1, 50, 51, 57, 60)
(0, 12, 15, 29, 30, 48)
(15, 45, 46, 49, 56, 60)
(0, 17, 21, 24, 45, 60)
(20, 27, 32, 57, 58, 60)
(4, 5, 11, 14, 45, 60)
(5, 8, 22, 23, 53, 60)
(20, 23, 30, 32, 61, 62)
(0, 15, 30, 31, 49, 56)
(31, 35, 41, 42, 56, 62)
(4, 19, 22, 53, 60, 62)
(0, 23, 30, 31, 41, 56)
(0, 36, 39, 40, 48, 55)
(3, 6, 18, 48, 49, 60)
(21, 24, 45, 48, 55, 60)
(15, 29, 30, 49, 56, 60)
(1, 2, 32, 57, 58, 60)
(5, 8, 22, 23, 48, 53)
(0, 3, 18, 25, 61, 62)
(0, 36, 39, 45, 46, 60)
(27, 30, 31, 33, 48, 62)
(28, 31, 38, 53, 60, 62)
(6, 9, 40, 55, 60, 62)
(8, 33, 38, 39, 48, 56)
(0, 9, 16, 31, 57, 60)
(0, 9, 17, 24, 57, 60)
(10, 41, 54, 55, 56, 62)
(18, 21, 45, 49, 56, 60)
(0, 14, 29, 52, 59, 62)
(5, 36, 42, 43, 45, 60)
(5, 7, 8, 38, 53, 60)
(4, 5, 34, 35, 49, 56)
(0, 2, 4, 7, 17, 62)
(0, 36, 37, 49, 52, 56)
(5, 12, 43, 57, 58, 60)
(17, 43, 48, 56, 57, 58)
(5, 34, 35, 36, 41, 56)
(29, 34, 37, 41, 56, 60)
(24, 32, 42, 45, 48, 55)
(0, 17, 43, 44, 47, 62)
(5, 36, 37, 48, 49, 52)
(0, 23, 24, 31, 32, 41)
(0, 31, 34, 35, 49, 56)
(0, 1, 7, 14, 56, 59)
(4, 5, 7, 14, 32, 45)
(3, 6, 18, 49, 56, 60)
(6, 37, 52, 55, 60, 62)
(0, 17, 24, 42, 45, 60)
(0, 1, 14, 52, 56, 59)
(0, 29, 30, 32, 34, 41)
(5, 6, 21, 52, 59, 62)
(5, 32, 36, 39, 45, 46)
(5, 10, 11, 12, 41, 56)
(0, 35, 36, 48, 50, 53)
(4, 5, 11, 25, 26, 56)
(12, 15, 16, 31, 48, 62)
(4, 19, 22, 48, 53, 62)
(0, 1, 3, 6, 10, 60)
(2, 3, 6, 33, 48, 60)
(1, 32, 51, 58, 60, 61)
(25, 38, 39, 53, 56, 60)
(5, 35, 36, 50, 57, 60)
(0, 4, 17, 19, 22, 62)
(27, 28, 33, 48, 59, 62)
(20, 27, 32, 56, 58, 59)
(0, 11, 26, 29, 48, 55)
(6, 18, 21, 49, 56, 60)
(8, 23, 30, 56, 60, 61)
(1, 32, 51, 58, 59, 62)
(4, 5, 35, 38, 48, 53)
(2, 5, 6, 9, 32, 33)
(0, 27, 29, 30, 32, 33)
(5, 6, 37, 40, 48, 55)
(5, 12, 27, 30, 31, 62)
(5, 35, 36, 49, 50, 56)
(29, 37, 48, 52, 55, 60)
(0, 8, 9, 17, 24, 56)
(0, 7, 8, 14, 29, 56)
(5, 6, 21, 52, 56, 59)
(4, 5, 7, 33, 38, 48)
(1, 14, 32, 48, 52, 55)
(0, 25, 28, 33, 38, 48)
(5, 12, 13, 44, 47, 62)
(5, 7, 8, 22, 53, 60)
(30, 31, 33, 34, 48, 62)
(24, 32, 41, 42, 55, 62)
(9, 32, 40, 47, 56, 57)
(23, 24, 41, 55, 56, 62)
(11, 26, 29, 48, 55, 60)
(2, 32, 33, 57, 58, 60)
(5, 34, 36, 37, 49, 56)
(0, 1, 2, 3, 4, 62)
(22, 44, 53, 56, 59, 60)
(5, 8, 23, 48, 54, 55)
(5, 12, 13, 28, 31, 62)
(23, 32, 41, 48, 54, 55)
(31, 32, 35, 42, 45, 62)
(0, 15, 29, 30, 48, 49)
(19, 26, 29, 32, 47, 60)
(4, 5, 18, 19, 49, 56)
(23, 32, 41, 48, 53, 54)
(5, 12, 25, 27, 28, 56)
(8, 32, 33, 38, 39, 56)
(1, 6, 10, 13, 32, 60)
(0, 33, 34, 35, 36, 48)
(0, 1, 3, 4, 10, 62)
(0, 3, 4, 5, 10, 25)
(2, 17, 48, 58, 60, 61)
(0, 29, 37, 48, 49, 52)
(4, 5, 11, 42, 57, 60)
(5, 33, 36, 39, 40, 48)
(6, 37, 44, 47, 60, 62)
(13, 28, 53, 56, 59, 60)
(0, 5, 12, 14, 15, 29)
(30, 31, 32, 33, 34, 62)
(4, 5, 35, 38, 45, 60)
(11, 26, 55, 57, 60, 62)
(12, 27, 30, 31, 48, 62)
(8, 23, 54, 55, 56, 62)
(27, 30, 32, 33, 60, 61)
(5, 36, 37, 44, 56, 59)
(0, 17, 18, 19, 32, 47)
(0, 1, 49, 51, 52, 56)
(2, 3, 4, 5, 32, 33)
(5, 6, 18, 21, 25, 56)
(5, 20, 23, 48, 54, 55)
(8, 23, 24, 31, 56, 62)
(1, 32, 50, 51, 53, 60)
(11, 12, 14, 45, 48, 60)
(16, 47, 50, 53, 60, 62)
(0, 35, 36, 42, 56, 57)
(20, 32, 48, 49, 51, 52)
(0, 1, 10, 13, 53, 60)
(0, 17, 19, 20, 22, 32)
(0, 8, 15, 30, 31, 56)
(7, 17, 22, 48, 56, 59)
(12, 42, 43, 45, 48, 60)
(26, 29, 32, 33, 40, 60)
(1, 4, 5, 10, 11, 32)
(0, 25, 39, 46, 61, 62)
(1, 6, 13, 16, 32, 60)
(22, 29, 32, 41, 44, 60)
(5, 6, 17, 18, 21, 48)
(30, 31, 32, 34, 41, 62)
(0, 5, 7, 8, 17, 22)
(0, 11, 12, 26, 29, 48)
(29, 37, 52, 59, 60, 62)
(0, 12, 13, 28, 31, 48)
(5, 8, 14, 15, 32, 45)
(11, 14, 29, 48, 55, 60)
(23, 29, 30, 32, 41, 60)
(30, 34, 41, 56, 61, 62)
(6, 10, 13, 41, 56, 60)
(0, 17, 22, 44, 56, 59)
(5, 36, 51, 52, 59, 62)
(5, 12, 15, 29, 30, 60)
(21, 28, 31, 32, 45, 62)
(5, 12, 15, 46, 60, 61)
(0, 4, 7, 17, 22, 62)
(6, 9, 33, 40, 48, 60)
(5, 12, 13, 16, 31, 62)
(0, 18, 21, 25, 45, 60)
(5, 36, 43, 57, 58, 60)
(25, 26, 40, 55, 56, 62)
(0, 5, 20, 23, 30, 31)
(0, 1, 51, 52, 56, 59)
(7, 22, 29, 56, 59, 60)
(18, 21, 25, 32, 45, 56)
(0, 4, 5, 17, 18, 19)
(10, 12, 13, 32, 41, 48)
(19, 20, 32, 48, 50, 53)
(0, 5, 6, 9, 24, 31)
(4, 35, 38, 48, 53, 62)
(5, 20, 23, 30, 60, 61)
(20, 27, 29, 30, 32, 60)
(14, 45, 48, 52, 55, 60)
(0, 1, 50, 51, 53, 60)
(6, 37, 48, 52, 55, 60)
(17, 22, 32, 41, 44, 48)
(0, 20, 23, 24, 31, 32)
(5, 8, 32, 39, 45, 46)
(1, 32, 51, 57, 58, 60)
(1, 32, 51, 52, 59, 62)
(5, 36, 50, 51, 57, 60)
(0, 2, 7, 17, 56, 59)
(20, 32, 48, 51, 53, 54)
(20, 32, 51, 56, 58, 59)
(5, 11, 12, 25, 26, 56)
(27, 33, 48, 58, 61, 62)
(5, 36, 39, 40, 48, 55)
(0, 1, 51, 54, 61, 62)
(0, 36, 39, 48, 53, 54)
(0, 1, 5, 11, 12, 14)
(0, 17, 18, 19, 47, 62)
(0, 35, 36, 41, 42, 56)
(0, 36, 37, 44, 47, 62)
(4, 17, 18, 19, 48, 62)
(26, 27, 32, 33, 56, 57)
(0, 30, 31, 34, 41, 56)
(6, 9, 40, 47, 60, 62)
(17, 41, 42, 43, 48, 56)
(21, 45, 52, 56, 59, 60)
(8, 9, 24, 31, 56, 62)
(7, 33, 38, 48, 59, 62)
(0, 5, 12, 13, 28, 31)
(17, 43, 48, 58, 60, 61)
(3, 6, 10, 32, 41, 60)
(6, 21, 28, 59, 60, 62)
(20, 32, 51, 56, 57, 58)
(3, 4, 5, 34, 41, 56)
(23, 41, 54, 56, 61, 62)
(5, 12, 14, 15, 32, 45)
(5, 12, 32, 41, 42, 43)
(2, 3, 4, 32, 33, 62)
(10, 32, 41, 54, 60, 61)
(20, 27, 30, 31, 32, 62)
(5, 20, 25, 26, 27, 56)
(12, 13, 44, 48, 59, 62)
(0, 19, 25, 26, 47, 62)
(1, 7, 8, 14, 32, 56)
(5, 8, 15, 30, 31, 62)
(7, 8, 38, 53, 56, 60)
(6, 10, 13, 32, 41, 60)
(0, 14, 29, 52, 55, 62)
(4, 10, 11, 32, 41, 62)
(8, 23, 54, 56, 61, 62)
(20, 32, 51, 52, 59, 62)
(5, 6, 21, 52, 55, 62)
(4, 7, 22, 53, 60, 62)
(4, 5, 11, 14, 32, 45)
(31, 33, 34, 35, 48, 62)
(1, 32, 48, 49, 50, 51)
(0, 5, 8, 23, 24, 31)
(0, 5, 12, 13, 16, 31)
(3, 6, 18, 25, 56, 60)
(5, 12, 15, 16, 47, 62)
(5, 8, 9, 40, 48, 55)
(0, 17, 18, 32, 45, 46)
(0, 1, 10, 48, 54, 55)
(5, 20, 27, 28, 56, 59)
(26, 40, 55, 56, 57, 62)
(5, 12, 43, 56, 57, 58)
(22, 29, 44, 56, 59, 60)
(11, 12, 25, 26, 48, 56)
(21, 24, 32, 45, 48, 55)
(1, 2, 5, 8, 9, 32)
(5, 33, 35, 36, 38, 48)
(5, 12, 25, 26, 27, 56)
(5, 20, 49, 51, 52, 56)
(0, 5, 20, 25, 26, 27)
(26, 32, 33, 40, 57, 60)
(5, 36, 48, 51, 52, 55)
(18, 25, 45, 46, 56, 60)
(8, 39, 48, 54, 55, 56)
(18, 25, 46, 56, 60, 61)
(0, 17, 22, 23, 32, 41)
(11, 12, 32, 41, 42, 48)
(5, 36, 39, 54, 55, 62)
(0, 17, 24, 41, 42, 56)
(1, 5, 12, 13, 16, 32)
(0, 5, 20, 22, 23, 29)
(0, 17, 18, 46, 61, 62)
(5, 20, 27, 57, 58, 60)
(6, 9, 16, 31, 60, 62)
(5, 11, 12, 42, 45, 60)
(0, 25, 39, 53, 54, 60)
(13, 16, 31, 48, 53, 62)
(4, 5, 35, 50, 53, 60)
(5, 8, 23, 48, 53, 54)
(4, 5, 35, 48, 49, 50)
(22, 23, 32, 41, 48, 53)
(2, 4, 5, 7, 17, 48)
(0, 2, 8, 9, 17, 56)
(4, 32, 33, 35, 38, 62)
(31, 35, 38, 45, 60, 62)
(28, 33, 38, 48, 56, 59)
(5, 36, 51, 56, 58, 59)
(5, 12, 27, 28, 56, 59)
(8, 14, 15, 29, 56, 60)
(7, 8, 14, 32, 45, 56)
(7, 8, 22, 48, 53, 56)
(27, 32, 33, 56, 57, 58)
(0, 17, 24, 32, 42, 45)
(5, 12, 27, 30, 61, 62)
(0, 18, 21, 25, 32, 45)
(0, 29, 30, 34, 48, 49)
(0, 28, 31, 38, 48, 53)
(0, 2, 5, 7, 8, 17)
(21, 24, 45, 55, 60, 62)
(0, 28, 31, 33, 38, 48)
(4, 7, 38, 53, 60, 62)
(5, 20, 21, 52, 56, 59)
(10, 41, 53, 54, 56, 60)
(0, 3, 5, 6, 10, 25)
(0, 29, 32, 34, 37, 41)
(1, 32, 48, 51, 54, 55)
(0, 5, 7, 8, 14, 29)
(1, 3, 10, 32, 61, 62)
(17, 18, 21, 45, 48, 60)
(8, 23, 29, 30, 56, 60)
(15, 16, 32, 47, 49, 56)
(8, 15, 46, 47, 56, 62)
(24, 42, 48, 55, 56, 57)
(5, 36, 37, 40, 48, 55)
(17, 18, 45, 46, 48, 60)
(5, 8, 9, 40, 47, 62)
(3, 18, 49, 56, 61, 62)
(0, 18, 25, 32, 46, 47)
(28, 32, 38, 45, 59, 62)
(8, 39, 40, 55, 56, 62)
(0, 20, 21, 28, 31, 32)
(0, 29, 37, 44, 56, 59)
(22, 23, 32, 41, 53, 60)
(6, 13, 44, 47, 60, 62)
(17, 43, 46, 47, 48, 62)
(18, 19, 47, 49, 56, 62)
(0, 31, 32, 33, 34, 35)
(24, 32, 42, 45, 55, 62)
(25, 39, 46, 56, 61, 62)
(4, 5, 35, 42, 45, 60)
(19, 47, 50, 53, 60, 62)
(2, 3, 6, 17, 48, 60)
(0, 17, 18, 20, 21, 32)
(0, 2, 3, 4, 5, 17)
(8, 33, 39, 40, 48, 56)
(0, 1, 12, 13, 16, 48)
(0, 5, 12, 27, 28, 31)
(4, 11, 14, 32, 45, 62)
(0, 32, 36, 43, 46, 47)
(0, 5, 11, 12, 14, 29)
(17, 43, 44, 48, 56, 59)
(30, 33, 34, 48, 60, 61)
(0, 36, 38, 39, 53, 60)
(4, 7, 14, 29, 60, 62)
(0, 19, 20, 25, 26, 32)
(3, 4, 5, 10, 25, 56)
(0, 12, 15, 30, 31, 48)
(0, 5, 6, 13, 25, 28)
(13, 16, 31, 53, 60, 62)
(5, 6, 21, 24, 31, 62)
(28, 38, 48, 53, 59, 62)
(5, 6, 21, 24, 48, 55)
(5, 6, 32, 34, 37, 41)
(22, 44, 53, 59, 60, 62)
(4, 5, 32, 33, 34, 35)
(0, 36, 38, 39, 48, 53)
(8, 38, 39, 53, 56, 60)
(8, 23, 53, 54, 56, 60)
(0, 5, 17, 18, 19, 20)
(12, 43, 45, 46, 48, 60)
(0, 36, 48, 51, 54, 55)
(30, 34, 48, 49, 61, 62)
(5, 32, 36, 43, 45, 46)
(21, 32, 45, 52, 55, 62)
(4, 35, 50, 53, 60, 62)
(5, 34, 36, 37, 41, 56)
(1, 2, 3, 6, 32, 60)
(0, 36, 48, 49, 51, 52)
(5, 36, 43, 56, 58, 59)
(16, 47, 48, 49, 50, 62)
(5, 6, 37, 52, 59, 62)
(1, 5, 10, 11, 12, 32)
(5, 6, 13, 16, 32, 47)
(10, 41, 48, 53, 54, 56)
(12, 13, 41, 44, 48, 56)
(1, 10, 32, 54, 61, 62)
(2, 9, 33, 48, 57, 60)
(5, 11, 12, 26, 57, 60)
(0, 32, 36, 39, 46, 47)
(6, 13, 16, 31, 60, 62)
(0, 5, 6, 13, 28, 31)
(4, 5, 11, 32, 41, 42)
(25, 32, 38, 39, 45, 56)
(8, 32, 33, 39, 40, 56)
(12, 14, 15, 32, 45, 48)
(5, 6, 21, 25, 28, 56)
(10, 11, 12, 41, 48, 56)
(5, 6, 10, 13, 25, 56)
(30, 34, 41, 56, 60, 61)
(10, 25, 48, 54, 55, 56)
(21, 24, 31, 32, 45, 62)
(11, 12, 41, 42, 48, 56)
(19, 20, 22, 32, 53, 60)
(0, 17, 43, 56, 58, 59)
(2, 33, 48, 56, 58, 59)
(8, 32, 39, 46, 47, 56)
(5, 35, 36, 38, 45, 60)
(1, 10, 32, 54, 55, 62)
(2, 7, 17, 48, 56, 59)
(2, 3, 6, 32, 33, 60)
(3, 18, 25, 56, 61, 62)
(4, 7, 22, 48, 53, 62)
(20, 32, 50, 51, 56, 57)
(5, 20, 51, 58, 60, 61)
(5, 6, 9, 16, 47, 62)
(0, 17, 22, 44, 59, 62)
(16, 31, 48, 50, 53, 62)
(0, 8, 14, 15, 29, 56)
(5, 20, 49, 50, 51, 56)
(3, 34, 49, 56, 60, 61)
(5, 8, 39, 46, 61, 62)
(24, 31, 32, 42, 45, 62)
(1, 14, 32, 48, 49, 52)
(0, 5, 8, 9, 17, 24)
(0, 29, 37, 40, 55, 62)
(26, 40, 47, 56, 57, 62)
(0, 35, 36, 42, 45, 60)
(0, 31, 35, 50, 56, 57)
(3, 6, 32, 34, 41, 60)
(26, 32, 40, 47, 57, 60)
(4, 5, 18, 19, 48, 49)
(9, 24, 48, 55, 57, 60)
(0, 1, 2, 58, 60, 61)
(0, 5, 12, 27, 30, 31)
(0, 2, 3, 4, 17, 62)
(5, 10, 11, 12, 25, 56)
(20, 32, 51, 52, 55, 62)
(2, 9, 32, 33, 56, 57)
(5, 12, 27, 58, 60, 61)
(5, 12, 27, 56, 58, 59)
(4, 33, 34, 35, 48, 62)
(0, 32, 34, 36, 37, 41)
(4, 11, 42, 56, 57, 62)
(0, 18, 25, 45, 46, 60)
(5, 32, 36, 39, 40, 47)
(4, 5, 19, 26, 56, 57)
(30, 34, 49, 56, 60, 61)
(15, 46, 49, 56, 61, 62)
(0, 36, 37, 52, 55, 62)
(12, 13, 28, 31, 48, 62)
(5, 20, 21, 28, 59, 62)
(1, 32, 50, 51, 56, 57)
(5, 8, 39, 40, 55, 62)
(12, 15, 45, 46, 48, 60)
(4, 11, 14, 45, 60, 62)
(25, 39, 46, 47, 56, 62)
(0, 8, 17, 22, 23, 56)
(0, 13, 25, 28, 53, 60)
(5, 20, 48, 51, 53, 54)
(11, 25, 26, 55, 56, 62)
(0, 34, 35, 36, 49, 56)
(0, 29, 34, 37, 48, 49)
(17, 22, 23, 41, 48, 56)
(3, 5, 6, 18, 49, 56)
(20, 23, 30, 32, 60, 61)
(18, 19, 25, 32, 47, 56)
(25, 39, 54, 56, 60, 61)
(0, 36, 39, 40, 47, 62)
(25, 33, 38, 39, 48, 56)
(21, 32, 45, 49, 52, 56)
(18, 19, 32, 47, 49, 56)
(20, 32, 51, 54, 55, 62)
(10, 25, 48, 53, 54, 56)
(29, 37, 41, 44, 56, 60)
(17, 18, 20, 21, 32, 48)
(5, 36, 43, 46, 47, 62)
(8, 39, 45, 46, 56, 60)
(2, 5, 8, 9, 33, 48)
(0, 29, 37, 52, 59, 62)
(16, 47, 48, 50, 53, 62)
(12, 32, 43, 45, 46, 48)
(5, 12, 13, 41, 44, 56)
(0, 21, 25, 28, 32, 45)
(5, 6, 13, 32, 41, 44)
(8, 32, 39, 40, 47, 56)
(8, 14, 15, 32, 45, 56)
(0, 1, 2, 7, 56, 59)
(17, 18, 19, 20, 32, 48)
(30, 34, 49, 56, 61, 62)
(3, 6, 33, 34, 48, 60)
(0, 29, 37, 40, 48, 55)
(0, 1, 5, 10, 12, 13)
(5, 36, 37, 49, 52, 56)
(0, 2, 6, 9, 17, 60)
(19, 26, 32, 47, 56, 57)
(4, 11, 32, 41, 42, 62)
(0, 17, 24, 42, 57, 60)
(8, 39, 54, 56, 60, 61)
(1, 8, 14, 15, 32, 56)
(0, 29, 30, 34, 41, 56)
(20, 23, 32, 54, 55, 62)
(0, 5, 20, 27, 30, 31)
(4, 32, 34, 35, 41, 62)
(18, 25, 32, 45, 46, 56)
(5, 36, 51, 54, 61, 62)
(29, 37, 44, 56, 59, 60)
(2, 3, 4, 33, 48, 62)
(6, 37, 52, 59, 60, 62)
(0, 1, 14, 49, 52, 56)
(4, 35, 42, 56, 57, 62)
(5, 6, 21, 28, 56, 59)
(4, 5, 11, 26, 56, 57)
(19, 22, 32, 47, 48, 53)
(0, 32, 36, 41, 43, 44)
(0, 31, 32, 35, 38, 45)
(0, 5, 6, 10, 13, 25)
(19, 32, 47, 50, 53, 60)
(0, 32, 36, 37, 40, 47)
(4, 35, 38, 53, 60, 62)
(0, 21, 24, 31, 32, 45)
(15, 46, 48, 49, 60, 61)
(0, 35, 36, 48, 49, 50)
(5, 35, 36, 48, 49, 50)
(5, 8, 39, 54, 60, 61)
(0, 5, 17, 20, 23, 24)
(1, 2, 7, 8, 32, 56)
(7, 32, 38, 45, 59, 62)
(4, 35, 42, 57, 60, 62)
(5, 36, 37, 52, 55, 62)
